scenario_idx,scenario_total,scenario_id,source_log,base_uv,final_uv,full_restoration,uv_reduced,stop_reason,final_vmin,final_deficit,last_logged_uv,llm_direct,llm_guided_refinement,safety_fallback_physics_refinement,actions,v2b_base_vm_min,v2r_base_vm_min,base_vm_min_diff,v2b_base_uv,v2r_base_uv,base_uv_diff,v2b_final_vm_min,v2r_final_vm_min,delta_final_vm_min,v2b_final_uv,v2r_final_uv,delta_final_uv,v2b_final_deficit,v2r_final_deficit,delta_final_deficit,v2b_termination,v2r_termination,v2b_final_vm_max_pu,v2r_final_vm_max_pu,delta_final_vm_max_pu,v2b_final_n_overvoltage,v2r_final_n_overvoltage,delta_final_n_overvoltage,v2b_final_line_loading_max_pct,v2r_final_line_loading_max_pct,delta_final_line_loading_max_pct,v2b_final_trafo_loading_max_pct,v2r_final_trafo_loading_max_pct,delta_final_trafo_loading_max_pct,v2b_final_n_overloaded_lines,v2r_final_n_overloaded_lines,delta_final_n_overloaded_lines,v2b_final_n_overloaded_trafos,v2r_final_n_overloaded_trafos,delta_final_n_overloaded_trafos,choose_v2r,router_method,router_final_uv,router_final_vm_min,router_final_deficit,_merge,2g_le_v2b,2g_le_v2r,2g_le_router,2g_lt_v2b,2g_lt_v2r,2g_lt_router
11,141,fed_combined_load_1p25_line_166_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,3,0,3,6,0.9270057723547986,0.9270057723547986,0.0,9.0,9.0,0.0,0.946189511226711,0.9507274192843383,0.0045379080576273,2.0,0.0,-2.0,0.0047770627537178,0.0,-0.0047770627537178,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056159,4.475087324056156,-2.664535259100376e-15,6.747787837991839,6.768694377074977,0.0209065390831373,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9507274192843383,0.0,both,True,True,True,True,False,False
12,141,fed_combined_load_1p25_line_167_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.9517,0.0,0.0,3,0,3,6,0.9269204556785804,0.9269204556785804,0.0,9.0,9.0,0.0,0.9516742900864128,0.9500611919951026,-0.0016130980913101,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056159,4.47508732405616,8.881784197001252e-16,6.752333762337198,6.767494432279064,0.0151606699418662,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9516742900864128,0.0,both,True,True,True,False,False,False
13,141,fed_combined_load_1p25_line_168_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,11,0,True,True,full_restoration,0.9508,0.0,0.0,1,0,4,5,0.926659116067112,0.926659116067112,0.0,11.0,11.0,0.0,0.9497786876639164,0.9508052475378472,0.0010265598739308,1.0,0.0,-1.0,0.0002213123360834,0.0,-0.0002213123360834,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.475087324056156,0.0,6.725793825369146,6.743639814819921,0.0178459894507749,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9508052475378472,0.0,both,True,True,True,True,False,False
14,141,fed_combined_load_1p25_line_170_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,max_iterations_reached,,,,6,1,3,10,0.9275773724577888,0.9275773724577888,0.0,9.0,9.0,0.0,0.9477807739795242,0.9508780130975032,0.0030972391179789,1.0,0.0,-1.0,,0.0,,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056158,4.475087324056156,-1.7763568394002505e-15,6.559557880434539,6.582416795659437,0.0228589152248979,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,1.0,0.9477807739795242,,both,True,True,True,True,False,True
15,141,fed_combined_load_1p25_line_171_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,7,0,True,True,full_restoration,0.9504,0.0,0.0,2,2,2,6,0.8068130959715369,0.8068130959715369,0.0,7.0,7.0,0.0,0.9484525979771758,0.9505446262509244,0.0020920282737485,1.0,0.0,-1.0,0.0015474020228241,0.0,-0.0015474020228241,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056159,4.475087324056151,-7.993605777301127e-15,6.957285842000167,6.972855043703419,0.0155692017032516,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9505446262509244,0.0,both,True,True,True,True,False,False
16,141,fed_combined_load_1p25_line_172_MG3,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,5,1,3,9,0.9167433849964332,0.9167433849964332,0.0,9.0,9.0,0.0,0.9430626642645896,0.9463571929793408,0.0032945287147512,5.0,2.0,-3.0,0.0184448275674785,0.0068277918720431,-0.0116170356954353,stopped_no_deficit_reducing_safe_action_found,stopped_max_iterations_reached,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.47508732405616,3.552713678800501e-15,6.832929239329884,6.8394778152736935,0.0065485759438095,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,2.0,0.9463571929793408,0.0068277918720431,both,True,True,True,True,True,True
17,141,fed_combined_load_1p25_line_35_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,3,0,2,5,0.9264457956952802,0.9264457956952802,0.0,9.0,9.0,0.0,0.94831654250976,0.9508142379294028,0.0024976954196427,2.0,0.0,-2.0,0.0025164490346886,0.0,-0.0025164490346886,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.0499999999999998,1.0500000000000005,6.661338147750939e-16,0.0,0.0,0.0,4.475087324056153,4.475087324056158,5.3290705182007506e-15,6.75291384060843,6.736826856694893,-0.0160869839135378,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9508142379294028,0.0,both,True,True,True,True,False,False
18,141,fed_combined_load_1p25_line_36_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,11,0,True,True,full_restoration,0.952,0.0,0.0,2,0,4,6,0.9266266207473556,0.9266266207473556,0.0,11.0,11.0,0.0,0.9381631796788024,0.9508074364927896,0.0126442568139872,5.0,0.0,-5.0,0.0239039316389637,0.0,-0.0239039316389637,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.47508732405616,4.475087324056155,-5.3290705182007506e-15,6.715753558553674,6.741872979154145,0.0261194206004713,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9508074364927896,0.0,both,True,True,True,True,False,False
19,141,fed_combined_load_1p25_line_37_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,1,False,True,max_iterations_reached,0.9435,0.00651,1.0,6,2,2,10,0.9284053937475478,0.9284053937475478,0.0,9.0,9.0,0.0,0.9407076104145576,0.9501427079158054,0.0094350975012477,2.0,0.0,-2.0,0.0144997327675359,0.0,-0.0144997327675359,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.47508732405616,4.475087324056155,-5.3290705182007506e-15,6.898528231848886,6.914544498800121,0.0160162669512349,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9501427079158054,0.0,both,True,False,False,True,False,False
20,141,fed_combined_load_1p25_line_39_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,3,1,2,6,0.926672501701286,0.926672501701286,0.0,9.0,9.0,0.0,0.9497687414941524,0.9508060073681408,0.0010372658739884,1.0,0.0,-1.0,0.0002312585058474,0.0,-0.0002312585058474,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056157,4.475087324056156,-8.881784197001252e-16,6.745214001369266,6.742769252278652,-0.002444749090614,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9508060073681408,0.0,both,True,True,True,True,False,False
21,141,fed_combined_load_1p25_line_40_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,2,2,3,7,0.9265486923686987,0.9265486923686987,0.0,9.0,9.0,0.0,0.9500002489665632,0.9508189848267778,0.0008187358602146,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.0500000000000005,1.0500000000000005,0.0,1.0,0.0,-1.0,4.475087324056157,4.475087324056157,0.0,6.715726086412223,6.7377898639358405,0.0220637775236172,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9508189848267778,0.0,both,True,True,True,False,False,False
22,141,fed_combined_load_1p25_line_41_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,4,0,3,7,0.9263893491450728,0.9263893491450728,0.0,9.0,9.0,0.0,0.950269656132078,0.9508342776783976,0.0005646215463195,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056162,4.475087324056155,-7.105427357601002e-15,6.708937886710513,6.732469600368134,0.0235317136576211,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9508342776783976,0.0,both,True,True,True,False,False,False
23,141,fed_combined_load_1p25_line_49_MG1,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,10,0,True,True,full_restoration,0.952,0.0,0.0,4,0,4,8,0.9041094536198716,0.9041094536198716,0.0,10.0,10.0,0.0,0.9460575093171256,0.950436155209552,0.0043786458924264,2.0,0.0,-2.0,0.0049767849533461,0.0,-0.0049767849533461,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056157,-5.3290705182007506e-15,6.658086297014755,6.66828073364578,0.0101944366310249,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950436155209552,0.0,both,True,True,True,True,False,False
24,141,fed_combined_load_1p25_line_84_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,2,1,2,5,0.9269180003694104,0.9269180003694104,0.0,9.0,9.0,0.0,0.9460714561279876,0.9503933915187504,0.0043219353907627,3.0,0.0,-3.0,0.0087697404769069,0.0,-0.0087697404769069,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.47508732405616,4.475087324056162,1.7763568394002505e-15,6.721576834816516,6.754449960633847,0.0328731258173311,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.9503933915187504,0.0,both,True,True,True,True,False,False
25,141,fed_combined_load_1p25_line_85_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,4,2,2,8,0.9268911072204882,0.9268911072204882,0.0,9.0,9.0,0.0,0.9519999999999998,0.950611144770645,-0.0013888552293548,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056156,4.475087324056159,2.664535259100376e-15,6.744636108424172,6.768664552128143,0.0240284437039717,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9519999999999998,0.0,both,True,True,True,False,False,False
26,141,fed_combined_load_1p25_line_86_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,3,1,3,7,0.926923126267576,0.926923126267576,0.0,9.0,9.0,0.0,0.9501338876262312,0.9500580547448008,-7.583288143042655e-05,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.0500000000000005,4.440892098500626e-16,0.0,0.0,0.0,4.475087324056159,4.475087324056164,5.3290705182007506e-15,6.743310213192688,6.766503728062584,0.023193514869896,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9501338876262312,0.0,both,True,True,True,False,False,False
27,141,fed_combined_load_1p25_line_89_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,21,0,True,True,full_restoration,0.952,0.0,0.0,6,0,3,9,0.8284672890622602,0.8284672890622602,0.0,21.0,21.0,0.0,0.9399286895203656,0.950227691325557,0.0102990018051913,5.0,0.0,-5.0,0.0232289424104454,0.0,-0.0232289424104454,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056166,4.475087324056167,8.881784197001252e-16,6.219000273004828,6.20192643883666,-0.0170738341681682,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950227691325557,0.0,both,True,True,True,True,False,False
28,141,fed_combined_load_1p25_line_91_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,3,0,3,6,0.9268872488290876,0.9268872488290876,0.0,9.0,9.0,0.0,0.9481854665532256,0.950949156835248,0.0027636902820225,2.0,0.0,-2.0,0.0033183978229878,0.0,-0.0033183978229878,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056156,-6.217248937900877e-15,6.600079165047871,6.5781493431443465,-0.0219298219035248,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950949156835248,0.0,both,True,True,True,True,False,False
29,141,fed_combined_load_1p25_line_92_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,3,0,3,6,0.9268872488290876,0.9268872488290876,0.0,9.0,9.0,0.0,0.9481854665532256,0.950949156835248,0.0027636902820225,2.0,0.0,-2.0,0.0033183978229878,0.0,-0.0033183978229878,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056156,-6.217248937900877e-15,6.600079165047871,6.5781493431443465,-0.0219298219035248,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950949156835248,0.0,both,True,True,True,True,False,False
30,141,fed_combined_load_1p25_line_96_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.952,0.0,0.0,4,3,2,9,0.9246674596253028,0.9246674596253028,0.0,9.0,9.0,0.0,0.945346283662212,0.950156479806726,0.004810196144514,2.0,0.0,-2.0,0.0061753666856038,0.0,-0.0061753666856038,stopped_no_deficit_reducing_safe_action_found,success_all_voltages_above_vmin,1.0499999999999998,1.05,2.220446049250313e-16,0.0,0.0,0.0,4.475087324056155,4.475087324056149,-5.3290705182007506e-15,7.675806059114038,7.695825256057947,0.0200191969439096,0.0,0.0,0.0,0.0,0.0,0.0,True,v2R,0.0,0.950156479806726,0.0,both,True,True,True,True,False,False
31,141,fed_combined_load_1p25_line_97_MG2,/content/extracted_archives/phase2g_ITER25_resume_pack_20260524_130703/phase2g_ITER25_resume_pack_20260524_130703/logs/phase2g_llm_guided_rescue_full.log,9,0,True,True,full_restoration,0.9509,0.0,0.0,2,0,3,5,0.9249321967790266,0.9249321967790266,0.0,9.0,9.0,0.0,0.9508851197003592,0.9504169134260586,-0.0004682062743005,0.0,0.0,0.0,0.0,0.0,0.0,success_all_voltages_above_vmin,success_all_voltages_above_vmin,1.05,1.05,0.0,0.0,0.0,0.0,4.475087324056155,4.475087324056158,3.552713678800501e-15,7.5993189092403854,7.61783621141693,0.0185173021765443,0.0,0.0,0.0,0.0,0.0,0.0,False,v2b,0.0,0.9508851197003592,0.0,both,True,True,True,False,False,False
