scenario_id,base_converged,base_vm_min_pu,final_vm_min_pu,base_vm_max_pu,final_vm_max_pu,base_n_undervoltage,final_n_undervoltage,base_n_overvoltage,final_n_overvoltage,base_n_overloaded_lines,final_n_overloaded_lines,base_n_overloaded_trafos,final_n_overloaded_trafos,base_line_loading_max_pct,final_line_loading_max_pct,base_trafo_loading_max_pct,final_trafo_loading_max_pct,base_voltage_deficit_sum_pu,final_voltage_deficit_sum_pu,base_voltage_deficit_max_pu,final_voltage_deficit_max_pu,base_voltage_deficit_sq_sum_pu,final_voltage_deficit_sq_sum_pu,improved_vm_min,reduced_undervoltage_count,reduced_voltage_deficit_sum,accepted_action_count,termination_reason,error
fed_combined_load_1p25_line_166_MG2,True,0.9270057723547986,0.946189511226711,1.0500000000000003,1.05,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056159,6.788088117414616,6.747787837991839,0.09012287405428798,0.004777062753717809,0.022994227645201315,0.0038104887732889337,0.0014498932206122406,1.5454089951003123e-05,True,True,True,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_167_MG2,True,0.9269204556785804,0.9516742900864129,1.0500000000000003,1.05,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056165,4.475087324056159,6.787453721009712,6.752333762337198,0.09003396171831102,0.0,0.023079544321419565,0.0,0.001460466376537268,0.0,True,True,True,7.0,success_all_voltages_above_vmin,
fed_combined_load_1p25_line_168_MG1,True,0.926659116067112,0.9497786876639165,1.0500000000000003,1.05,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056152,4.4750873240561555,6.763084531678426,6.725793825369146,0.09458671104462746,0.0002213123360834679,0.023340883932887913,0.0002213123360834679,0.0015159681297955557,4.897915010272185e-08,True,True,True,5.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_170_MG1,True,0.9275773724577889,0.9477807739795242,1.0500000000000003,1.05,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056158,6.601907722879459,6.559557880434539,,,,,,,True,True,False,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_171_MG3,True,0.8068130959715369,0.9484525979771758,1.0500000000000003,1.05,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056157,4.475087324056159,7.005124170035158,6.957285842000167,0.28998081837698353,0.001547402022824107,0.143186904028463,0.001547402022824107,0.03560089157388768,2.394453020240138e-06,True,True,True,7.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_172_MG3,True,0.9167433849964332,0.9430626642645896,1.05,1.05,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4750873240561635,4.4750873240561555,6.86143738834838,6.832929239329884,0.090921633982599,0.01844482756747856,0.0332566150035668,0.006937335735410333,0.0017888569688000965,9.975552453530699e-05,True,True,True,7.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_35_MG1,True,0.9264457956952802,0.94831654250976,1.05,1.0499999999999998,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056163,4.475087324056153,6.756218270781273,6.75291384060843,0.09213881448315253,0.002516449034688617,0.023554204304719772,0.0016834574902399035,0.0015367616671554817,3.527904034567888e-06,True,True,True,10.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_36_MG1,True,0.9266266207473557,0.9381631796788023,1.05,1.05,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47508732405616,4.47508732405616,6.76147759584291,6.715753558553674,0.11253350443485677,0.02390393163896376,0.023373379252644266,0.011836820321197705,0.0017883318082768948,0.00018207000210447919,True,True,True,5.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_37_MG1,True,0.9284053937475478,0.9407076104145575,1.05,1.05,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056161,4.47508732405616,6.928801431762389,6.898528231848886,0.09797326885726265,0.014499732767535911,0.02159460625245213,0.009292389585442429,0.001411380164825257,0.0001134649272237344,True,True,True,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_39_MG1,True,0.9266725017012859,0.9497687414941525,1.05,1.05,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056166,4.475087324056157,6.762114966253728,6.745214001369266,0.0926787013896272,0.00023125850584748697,0.023327498298714056,0.00023125850584748697,0.001510381056711987,5.348049652681217e-08,True,True,True,9.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_40_MG1,True,0.9265486923686989,0.9500002489665631,1.0500000000000003,1.0500000000000003,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.475087324056159,4.475087324056157,6.756988223997898,6.715726086412223,0.09410342968104168,0.0,0.0234513076313011,0.0,0.0015376270139288444,0.0,True,True,True,4.0,success_all_voltages_above_vmin,
fed_combined_load_1p25_line_41_MG1,True,0.9263893491450729,0.9502696561320779,1.0500000000000005,1.05,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056162,6.751788463311113,6.708937886710513,0.09510903289434147,0.0,0.023610650854927084,0.0,0.0015619672718003707,0.0,True,True,True,5.0,success_all_voltages_above_vmin,
fed_combined_load_1p25_line_49_MG1,True,0.9041094536198717,0.9460575093171255,1.0500000000000003,1.05,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056158,4.475087324056163,6.670014334663864,6.658086297014755,0.14957397251931803,0.004976784953346192,0.04589054638012824,0.003942490682874444,0.003952986041869735,1.6612997422482487e-05,True,True,True,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_84_MG2,True,0.9269180003694104,0.9460714561279877,1.05,1.05,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056157,4.47508732405616,6.773816485084017,6.721576834816516,0.09133580790362006,0.008769740476906929,0.023081999630589545,0.003928543872012247,0.00147737046212885,3.1254709301290584e-05,True,True,True,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_85_MG2,True,0.9268911072204882,0.9519999999999998,1.0500000000000003,1.05,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.47508732405616,4.4750873240561555,6.788058310387532,6.744636108424172,0.09080000715474923,0.0,0.02310889277951178,0.0,0.0014719039818728815,0.0,True,True,True,5.0,success_all_voltages_above_vmin,
fed_combined_load_1p25_line_86_MG2,True,0.926923126267576,0.9501338876262313,1.0500000000000003,1.05,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.47508732405616,4.475087324056159,6.786467259383396,6.743310213192688,0.09013676855386288,0.0,0.023076873732423953,0.0,0.0014611505442615543,0.0,True,True,True,5.0,success_all_voltages_above_vmin,
fed_combined_load_1p25_line_89_MG2,True,0.8284672890622602,0.9399286895203657,1.0500000000000003,1.05,21.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.475087324056158,4.475087324056166,6.332657013324355,6.219000273004828,0.7367632489621988,0.023228942410445486,0.12153271093773976,0.010071310479634277,0.048563402122623694,0.00017211495785413708,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_91_MG2,True,0.9268872488290876,0.9481854665532257,1.05,1.05,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056153,4.475087324056163,6.596571744711537,6.600079165047871,0.09720270468484249,0.0033183978229878175,0.023112751170912382,0.0018145334467742913,0.0015594797637136677,5.554139691506688e-06,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_92_MG2,True,0.9268872488290876,0.9481854665532257,1.05,1.05,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056153,4.475087324056163,6.596571744711537,6.600079165047871,0.09720270468484249,0.0033183978229878175,0.023112751170912382,0.0018145334467742913,0.0015594797637136677,5.554139691506688e-06,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_96_MG2,True,0.9246674596253027,0.945346283662212,1.0500000000000003,1.0499999999999998,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056155,7.725142603439789,7.675806059114038,0.10304072697878452,0.006175366685603811,0.025332540374697232,0.004653716337787994,0.001841512997158012,2.3972495533602897e-05,True,True,True,3.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p25_line_97_MG2,True,0.9249321967790266,0.9508851197003592,1.0500000000000003,1.05,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056155,7.640666817210392,7.5993189092403854,0.09895843713496133,0.0,0.02506780322097335,0.0,0.0017655994962691014,0.0,True,True,True,6.0,success_all_voltages_above_vmin,
fed_combined_load_1p25_line_99_MG1,True,0.9291715450659814,0.9483434051580811,1.05,1.05,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4750873240561635,4.475087324056161,6.980996927424883,6.94763558722056,0.08066838615645155,0.0016565948419188237,0.020828454934018525,0.0016565948419188237,0.0011891967008913042,2.7443064702720523e-06,True,True,True,5.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_101_MG1,True,0.89851564104583,0.9496599654599679,1.0500000000000003,1.05,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.86022414931292,4.78774710056884,9.581338124578854,9.485600715630294,0.30333271014468455,0.0003400345400320637,0.05148435895416992,0.0003400345400320637,0.010191318804333774,1.1562348841481711e-07,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_127_MG3,True,0.8971507448855306,0.9407323550124176,1.0500000000000003,1.05,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.480989505673824,4.475087324056158,9.347126514090668,9.239094004100657,0.27828748189743924,0.015472275069116526,0.05284925511446936,0.009267644987582369,0.009828538193674038,0.00010993369780529897,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_128_MG3,True,0.8940973193215679,0.9409356620134763,1.05,1.05,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4791914071439916,4.475087324056163,9.431305587322642,9.358109471063894,0.2953317974963048,0.02273323601001276,0.05590268067843207,0.009064337986523618,0.010834696316237668,0.0001822593274195285,True,True,True,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_129_MG3,True,0.8968652407164702,0.9365083333148664,1.05,1.05,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.480735818681259,4.4750873240561555,9.355551759371922,9.287481987748775,0.279469212520446,0.0315660644013287,0.05313475928352973,0.013491666685133574,0.009929629634012997,0.0003026270336947153,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_135_MG3,True,0.8958112279271675,0.9386968894094244,1.0500000000000003,1.05,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.48340207682047,4.47508732405615,9.342401921791161,9.216712824097687,0.2890378471499251,0.024945862768068316,0.05418877207283246,0.011303110590575538,0.010331495973378183,0.0002297956769095754,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_136_MG3,True,0.8958742286875465,0.9412121802222907,1.0500000000000003,1.05,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.479896006527665,4.475087324056157,9.364589950955349,9.306872885567993,0.282755506805899,0.02014081961042824,0.05412577131245344,0.00878781977770926,0.010229796665523922,0.0001448979315696172,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_138_MG3,True,0.895693360959099,0.9382482141089233,1.05,1.05,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48360856579282,4.4750873240561555,9.345649718834155,9.261581533179262,0.30941122887974015,0.043700622529397215,0.05430663904090094,0.011751785891076616,0.010637155382703522,0.0003812882677116541,True,True,True,5.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_139_MG3,True,0.8953127947133023,0.9396875578318683,1.0500000000000003,1.05,17.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.4828218969213065,4.475087324056157,9.378347086026368,9.287169923514988,0.28954682559187617,0.03390777480097662,0.05468720528669768,0.010312442168131652,0.010498493913937675,0.0002666328493980707,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_140_MG3,True,0.8944331004611432,0.9398615536276481,1.0500000000000003,1.05,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.483197248686457,4.475087324056156,9.36699591969608,9.282432376969997,0.2895863899924007,0.023844769157502554,0.05556689953885674,0.01013844637235184,0.010733938247707187,0.00020596500940370181,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_165_MG1,True,0.8975750783002086,0.9404859931948495,1.0500000000000003,1.05,16.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.567386870929435,4.526699275522582,9.340445886941087,9.290188594992792,0.2923899095427742,0.02831807814127063,0.052424921699791405,0.009514006805150466,0.010043680390238825,0.00022079839062552305,True,True,True,7.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_166_MG2,True,0.8982373967514735,0.9396171759585091,1.0500000000000003,1.05,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.483993712406822,4.475087324056158,9.36343661453355,9.283989670781336,0.2760073778553679,0.02495595243341775,0.05176260324852644,0.010382824041490823,0.00949533931288124,0.00022519345740230594,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_167_MG2,True,0.8980536141796666,0.9346602372015627,1.05,1.05,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.482073570288255,4.475087324056149,9.363039414744168,9.312781899410657,0.2759785203477746,0.07501191768085014,0.051946385820333396,0.015339762798437295,0.009546316765213596,0.0008760787506239614,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_168_MG1,True,0.8975545030054425,0.9402920214859225,1.0500000000000003,1.05,17.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.566420067027067,4.496964433892038,9.340868686440823,9.237991901469284,0.29178455089101984,0.029405193632843774,0.05244549699455747,0.009707978514077453,0.009958944706544353,0.00018918684379305335,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_170_MG1,True,0.8997228882748837,0.9365678477294488,1.05,1.05,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056161,4.4750873240561555,9.144591183757132,9.076394939079409,,,,,,,True,True,False,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_171_MG3,True,0.7273865304447327,0.9386109488410036,1.05,1.05,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056156,4.475087324056159,9.667937117650059,9.550259237029863,0.5559458853193734,0.03062132513782967,0.22261346955526728,0.011389051158996355,0.0906000655752354,0.0002664124371247199,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_172_MG3,True,0.884434237471361,0.9373867011946277,1.0500000000000003,1.05,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,4.475087324056158,4.4750873240561555,9.476288226594635,9.377214714131368,0.2756558160208783,0.0456073464467569,0.065565762528639,0.012613298805372208,0.010227256201282097,0.00040175452226742163,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_35_MG1,True,0.8971887175389125,0.9346646180263419,1.05,1.05,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55563233645664,4.500619996520505,9.334312066620509,9.210836393195438,0.2826973109186852,0.029364567718406565,0.05281128246108746,0.015335381973658024,0.00995339909742045,0.0003386015631105054,True,True,True,5.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_36_MG1,True,0.897492755711725,0.9394435628847536,1.0500000000000003,1.05,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.564309986947734,4.528200078324217,9.33928271056444,9.268574233622852,0.3126403319010529,0.03474017252587369,0.05250724428827491,0.010556437115246342,0.010367423715672867,0.00027446882500394134,True,True,True,10.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_37_MG1,True,0.9002571281697948,0.9380226952385003,1.0500000000000003,1.05,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8064672187853175,4.732452945161633,9.546691704709307,9.489316312775902,0.32059632120650317,0.016728897370864027,0.049742871830205204,0.011977304761499608,0.010124571234624676,0.00015551779246048917,True,True,True,9.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_39_MG1,True,0.8975828805429477,0.9404875079786519,1.0500000000000003,1.05,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.565532848109118,4.511261210602802,9.33975869668229,9.26148734326389,0.2872320800724387,0.023813477945660577,0.0524171194570523,0.009512492021348073,0.0099322624684272,0.00016788845955973756,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_40_MG1,True,0.8972289788680738,0.9409470817827742,1.05,1.05,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.567128636787595,4.502730902241623,9.331280825243915,9.269412498926801,0.30433726554264506,0.01989774796494237,0.05277102113192611,0.009052918217225758,0.010326564624367911,0.0001436699766265297,True,True,True,7.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_41_MG1,True,0.896919988022324,0.939258874844294,1.05,1.05,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.569852383167559,4.479125120259273,9.326640659795881,9.249515562839255,0.2988188707812838,0.023390809661929635,0.05308001197767598,0.01074112515570591,0.010337089983466843,0.00019629070463040302,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_49_MG1,True,0.8672168568007674,0.9402752739589912,1.05,1.05,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475087324056161,4.475087324056155,9.205553530555195,9.119463815814616,0.5787721202303566,0.025091666192455953,0.08278314319923252,0.009724726041008713,0.024334940355746952,0.0001828166892866714,True,True,True,7.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_84_MG2,True,0.8980466054518528,0.9406795837230637,1.0500000000000003,1.05,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.493936812749833,4.475087324056163,9.349786923974964,9.280762421305148,0.27941225409100023,0.03425839445187984,0.05195339454814718,0.00932041627693625,0.009619089011495626,0.0002468007481028335,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_85_MG2,True,0.8979743362157987,0.9403594633805006,1.0500000000000003,1.05,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.492692686166219,4.475087324056163,9.367696506981,9.27215507345806,0.27763355032790804,0.0290702365281994,0.05202566378420126,0.009640536619499374,0.009605841359303575,0.00023232314685107112,True,True,True,9.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_86_MG2,True,0.8980646357351022,0.9414472845473302,1.05,1.05,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47951697080675,4.4750873240561635,9.361520196952707,9.293711400908363,0.2761429361551375,0.008552715452669779,0.051935364264897754,0.008552715452669779,0.009545741774625258,7.314894161433643e-05,True,True,True,4.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_89_MG2,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Flow nr did not converge after 50 iterations!
fed_combined_load_1p35_line_91_MG2,True,0.8979605487554452,0.9430000000000002,1.0500000000000003,1.05,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.680931939699211,4.600742543376368,9.182659145674055,9.111558464601828,0.3033203694635742,0.008027961385666083,0.05203945124455478,0.006999999999999784,0.010200224289720077,5.0056704610417955e-05,True,True,True,10.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_92_MG2,True,0.8979605487554452,0.9430000000000002,1.0500000000000003,1.05,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.680931939699211,4.600742543376368,9.182659145674055,9.111558464601828,0.3033203694635742,0.008027961385666083,0.05203945124455478,0.006999999999999784,0.010200224289720077,5.0056704610417955e-05,True,True,True,10.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_96_MG2,True,0.8912719929426037,0.9416331950569781,1.0500000000000003,1.05,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.603246003453394,4.550160562112296,10.604266953864077,10.471463709570392,0.30491090064617177,0.010014819195921176,0.058728007057396225,0.008366804943021888,0.01234442040965757,7.27193759323347e-05,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_97_MG2,True,0.8920163329395808,0.9465125795853622,1.0500000000000003,1.05,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.564068480009279,4.5116272633979895,10.498588118732707,10.373685390381658,0.2911378931010864,0.0034874204146377874,0.05798366706041913,0.0034874204146377874,0.011855627206401872,1.2162101148432396e-05,True,True,True,11.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p35_line_99_MG1,True,0.9018540411138667,0.9441458621691255,1.0500000000000003,1.05,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.958710828926841,4.881165370710999,9.677459496525726,9.551807474477734,0.28540098103577527,0.009128995952763841,0.04814595888613327,0.005854137830874406,0.008957369709260855,4.0794026133175555e-05,True,True,True,9.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p5_line_101_MG1,True,0.7962398095319806,0.8713328327048667,1.05,1.05,61.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,6.919424627798295,6.4598436768172975,14.784212444946293,14.210356445443423,2.457635586861521,0.749422748177033,0.15376019046801936,0.07866716729513323,0.1941629312596721,0.02472309501675783,True,True,True,6.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p5_line_127_MG3,True,0.7930057825838879,0.92697729881701,1.0500000000000003,1.05,55.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,6.077532346868649,5.735817740008853,14.17037160355658,13.518330920706942,1.9873721471262038,0.22356440602228256,0.15699421741611208,0.02302270118298999,0.15061601261134433,0.0034596370907017484,True,True,True,11.0,stopped_no_deficit_reducing_safe_action_found,
fed_combined_load_1p5_line_128_MG3,True,0.7832867726808782,0.9135165176801857,1.05,1.05,60.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,6.086080252969704,5.720453316845235,14.318813953242515,13.635780072922799,2.398406182522168,0.4047832408172859,0.16671322731912175,0.03648348231981424,0.18319161856409386,0.008362245971197037,True,True,True,8.0,stopped_no_deficit_reducing_safe_action_found,
